"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5"
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-30",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-03-31",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-04-01",,,,,"0.38",,,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-04-02",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-04-03",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0046","ORLANDO 2.2 WNW, FL US","28.5139054","-81.409581","31.4","2020-04-04",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0016","APOPKA 2.9 E, FL US","28.6848","-81.4659","34.7","2020-01-05",,,,,"0.44",,,,,,,,,,
"US1FLOR0016","APOPKA 2.9 E, FL US","28.6848","-81.4659","34.7","2020-01-15",,,,,"0.11",,,,,,,,,,
"US1FLOR0016","APOPKA 2.9 E, FL US","28.6848","-81.4659","34.7","2020-01-24",,,,,"0.06",,,,,,,,,,
"US1FLOR0016","APOPKA 2.9 E, FL US","28.6848","-81.4659","34.7","2020-01-30",,,,,"0.00",,,,,,,,,,
"US1FLOR0016","APOPKA 2.9 E, FL US","28.6848","-81.4659","34.7","2020-02-01",,,,,"0.22",,,,,,,,,,
"US1FLOR0016","APOPKA 2.9 E, FL US","28.6848","-81.4659","34.7","2020-02-17",,"    3","0.87",,,,,,,,,,,,
"US1FLOR0016","APOPKA 2.9 E, FL US","28.6848","-81.4659","34.7","2020-02-21",,,,,"0.10",,,,,,,,,,
"US1FLOR0016","APOPKA 2.9 E, FL US","28.6848","-81.4659","34.7","2020-02-27",,,,,"0.44",,,,,,,,,,
"US1FLOR0016","APOPKA 2.9 E, FL US","28.6848","-81.4659","34.7","2020-03-06",,,,,"0.02",,,,,,,,,,
"US1FLOR0016","APOPKA 2.9 E, FL US","28.6848","-81.4659","34.7","2020-04-01",,,,,"0.27",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-01",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-02",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-03",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-04",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-05",,,,,"0.82",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-06",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-07",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-08",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-09",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-10",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-11",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-12",,,,,"0.01",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-13",,,,,"0.05",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-14",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-15",,,,,"0.05",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-16",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-17",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-18",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-19",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-20",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-21",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-22",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-23",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-24",,,,,"0.08",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-25",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-26",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-27",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-28",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-29",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-30",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-01-31",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-01",,,,,"0.07",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-02",,,,,"0.08",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-03",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-04",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-05",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-06",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-07",,,,,"0.71",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-08",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-09",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-10",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-12",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-13",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-14",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-15",,,,,"0.13",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-16",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-17",,,,,"0.33",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-18",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-19",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-20",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-21",,,,,"0.07",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-22",,,,,"0.01",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-23",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-24",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-25",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-26",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-27",,,,,"0.23",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-28",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-02-29",,,,,"0.04",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-01",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-02",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-03",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-04",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-05",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-06",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-07",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-08",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-09",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-10",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-11",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-12",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-13",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-14",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-15",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-16",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-17",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-18",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-19",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-20",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-21",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-22",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-23",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-24",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-25",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-26",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-27",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-28",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-29",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-30",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-03-31",,,,,"0.00",,,,,,,,,,
"US1FLOR0027","ORLANDO 4.9 N, FL US","28.5743007659912","-81.385139465332","31.1","2020-04-01",,,,,"0.10",,,,,,,,,,
"US1FLOR0049","WINTER GARDEN 1.4 SSE, FL US","28.542802","-81.576398","32.9","2020-01-05",,,,,"0.77",,,,,,,,,,
"US1FLOR0049","WINTER GARDEN 1.4 SSE, FL US","28.542802","-81.576398","32.9","2020-02-07",,,,,"0.82",,,,,,,,,,
"US1FLOR0049","WINTER GARDEN 1.4 SSE, FL US","28.542802","-81.576398","32.9","2020-02-15",,,,,"0.03",,,,,,,,,,
"US1FLOR0049","WINTER GARDEN 1.4 SSE, FL US","28.542802","-81.576398","32.9","2020-02-17",,,,,"0.90",,,,,,,,,,
"US1FLOR0015","UNION PARK 3.8 ENE, FL US","28.581436","-81.175799","15.5","2020-01-24",,,,,"0.21",,,,,,,,,,
"US1FLOR0015","UNION PARK 3.8 ENE, FL US","28.581436","-81.175799","15.5","2020-02-27",,,,,"1.03",,,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-01",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-02",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-03",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-04",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-05",,,,,"0.71",,,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-06",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-07",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-08",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-09",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-10",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-11",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-12",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-13",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-14",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-15",,,,,"0.03",,,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-16",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-17",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-18",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-19",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-20",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-21",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-22",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-23",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-24",,,,,"0.08",,,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-25",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-26",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-27",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-28",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-29",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-30",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-01-31",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-01",,,,,"0.07",,,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-02",,,,,"0.08",,,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-03",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-04",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-05",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-06",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-07",,,,,"0.77",,,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-08",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-09",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-10",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-11",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-12",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-13",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-14",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-15",,,,,"0.13",,,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-16",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-17",,,,,"0.33",,,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-18",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-19",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-20",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-21",,,,,"0.08",,,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-22",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-23",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-24",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-25",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-26",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-27",,,,,"0.27",,,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-28",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-02-29",,,,,"0.02",,,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-03-01",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-03-02",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-03-03",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-03-04",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-03-05",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-03-06",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-03-07",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-03-08",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-03-09",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-03-10",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-03-11",,,,,"0.00","0.0",,,,,,,,,
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2020-03-12",,,,,"0.00","0.0",,,,,,,,,
